celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,第1周_反向均值,第1周_反向25%CI,第1周_反向75%CI,第2周_反向均值,第2周_反向25%CI,第2周_反向75%CI,第3周_反向均值,第3周_反向25%CI,第3周_反向75%CI,第4周_反向均值,第4周_反向25%CI,第4周_反向75%CI,第5周_反向均值,第5周_反向25%CI,第5周_反向75%CI,第6周_反向均值,第6周_反向25%CI,第6周_反向75%CI,第7周_反向均值,第7周_反向25%CI,第7周_反向75%CI,第8周_反向均值,第8周_反向25%CI,第8周_反向75%CI,第9周_反向均值,第9周_反向25%CI,第9周_反向75%CI,第10周_反向均值,第10周_反向25%CI,第10周_反向75%CI,第11周_反向均值,第11周_反向25%CI,第11周_反向75%CI
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2,0.10045650492150673,0.05320048508716956,0.1443631378774097,0.10045650492150673,0.05320048508716956,0.1443631378774097,0.10693943366911757,0.058551840498196284,0.15195634936061808,0.11384615843376736,0.06340930375257404,0.16081409715972583,0.1318796167479433,0.0767937345874013,0.18393930813275117,0.14495260195977946,0.08786090159897228,0.20155999644773637,0.15830259004230582,0.09862374299274537,0.21594556981946633,0.17470712535219654,0.11260959024369702,0.23500379405782207,0.19691228052019735,0.1313869017074888,0.26373649858431447,0.22923645833587683,0.15634676962962712,0.30384667172278584,0.2764317289633663,0.19822320058426524,0.3605012797103626
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,12,0.0636721747999879,0.04495323084786704,0.08296675530212033,0.0636721747999879,0.04495323084786704,0.08296675530212033,0.06837181768870267,0.048604957175529276,0.088143818250464,,,,,,,,,,,,,,,,,,,,,,,,
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,9,0.07469385650713542,0.05109628623007201,0.09892798965825135,0.07469385650713542,0.05109628623007201,0.09892798965825135,0.079504091009717,0.055025646781236434,0.10531786706342904,0.08524452209408162,0.059947407441534636,0.11184514135527324,0.09928789224847503,0.07235611477555277,0.12902931540212062,,,,,,,,,,,,,,,,,,
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,7,0.06491643664592686,0.046981114584960175,0.0853658807630517,0.06491643664592686,0.046981114584960175,0.0853658807630517,0.06955124237646977,0.050832551659080155,0.09129104282991198,0.07453071920052724,0.05488850082661412,0.09711103038784183,0.08678859389270957,0.06504825761536381,0.11132079617315399,0.09591191679053768,0.07419326504679458,0.12294329602694985,0.1061061519300905,0.08315228436125888,0.13559680028844653,,,,,,,,,,,,
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,4,0.07502816059445949,0.047029253351063116,0.10499412637642722,0.07502816059445949,0.047029253351063116,0.10499412637642722,0.08005102705618401,0.050965734027766024,0.11096062531964192,0.08568170637887326,0.054805794939206745,0.11763104235601304,0.10019823026893013,0.06636266291702825,0.13507329962009035,0.1102949104639433,0.07534644584469548,0.14687369744719558,0.1206434888655966,0.08402621754331384,0.16027108692647318,0.13420577983400983,0.09632298024553423,0.17627030269318317,0.15307516263393817,0.11248298505326422,0.19922335127743507,0.1795657750006313,0.1345926665476666,0.23370365782755506,,,
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1,0.2434155654913551,0.15676899899539032,0.3134543901220236,0.2434155654913551,0.15676899899539032,0.3134543901220236,0.2558538971807965,0.1680179295691628,0.3303356127745332,0.26930209361184326,0.17882382705605876,0.34294581573953276,0.3025394157511104,0.20664093606114217,0.38088943813853976,0.32650257618665185,0.22700047844527854,0.4093583192728825,0.3516300165696458,0.24862342319953473,0.4367897131818484,0.3821456836572456,0.2730668395796577,0.4722857695300278,0.4220794952376914,0.30975955987498316,0.5200819252454336,0.4787567970062827,0.36172239503909465,0.5816436964632864,0.5588664145602567,0.4304806562605503,0.6723662816939889
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,10,0.063634920289441,0.04487119305404351,0.08274437677315011,0.063634920289441,0.04487119305404351,0.08274437677315011,0.0679913308332298,0.04875728355666224,0.08774235874874736,0.07205309446349019,0.05218396844401321,0.09314331343925782,,,,,,,,,,,,,,,,,,,,,
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,13,0.06802542279071928,0.05043245375043171,0.08632796347869384,0.06802542279071928,0.05043245375043171,0.08632796347869384,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,6,0.06781372334200728,0.0440078383706315,0.09277856391743355,0.06781372334200728,0.0440078383706315,0.09277856391743355,0.07251421107322568,0.047725244870962906,0.09844303145708228,0.07780630829056227,0.05221601850337347,0.1046326224633885,0.09096208370226633,0.06271208011073563,0.12117679184193168,0.10078390057537837,0.07028595713183469,0.1324432570802391,0.11140404324370609,0.07971533879992444,0.1448094787089424,0.12499473146818939,0.09106235887574862,0.1616748579931744,,,,,,,,,
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,5,0.07132278206197872,0.04511748681810612,0.0987845120664729,0.07132278206197872,0.04511748681810612,0.0987845120664729,0.07641821601984151,0.04922953078564814,0.10571735262135323,0.08203236069360162,0.05389822410740661,0.11218489108446145,0.0966796203840281,0.0653770185874432,0.1305231313894269,0.10735396449209704,0.07345292095005819,0.14250680048471742,0.11921730626444159,0.08427644675870977,0.15701819637093972,0.13319004852938784,0.09566048771658715,0.17312911384114513,0.152744405425996,0.10965189307927437,0.19616591208768372,,,,,,
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,8,0.06637193345073342,0.04572902562468527,0.08693444310935561,0.06637193345073342,0.04572902562468527,0.08693444310935561,0.07063405887787576,0.04961484325784539,0.0924575409235456,0.07525602491707815,0.05328966233426489,0.0979350610641746,0.08675892601781429,0.06215915493870904,0.11253055481564342,0.09562691421848077,0.06946553040331688,0.1234868936089431,,,,,,,,,,,,,,,
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,11,0.07003259092416018,0.050972370053962324,0.08992498861371653,0.07003259092416018,0.050972370053962324,0.08992498861371653,0.07477116778469005,0.055116817629272646,0.09541441733257683,0.07971341666573174,0.058913809435255135,0.10178435931567997,,,,,,,,,,,,,,,,,,,,,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3,0.07479581239582891,0.04080211310635095,0.1085942113783216,0.07479581239582891,0.04080211310635095,0.1085942113783216,0.08019321221871119,0.044934157166598446,0.115739572772116,0.08603523519291904,0.04880219247373693,0.12386414040504472,0.10113933244372156,0.06226317284803486,0.14167885667626323,0.11168645015660664,0.07033782308880442,0.15529386817175483,0.1233418465930183,0.07892563740757243,0.16918831272668827,0.13772916940865684,0.09200870267407282,0.1865747437547178,0.1560316451002501,0.10729354105055833,0.21018986065199918,0.18435956634814527,0.12931896122321343,0.2440481830118991,0.2248133885097373,0.16721776190179322,0.2945567182781693
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,16,0.04922472943761349,0.03744563512221617,0.06349349852921538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,12,0.05505954133043395,0.03960103023286271,0.07203822257182894,0.06048206033064242,0.043938071699806805,0.07828122902466923,0.0638232779712389,0.04677492170199003,0.08231892885258227,,,,,,,,,,,,,,,,,,,,,,,,
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,9,0.05437231243440447,0.035557868821134916,0.07314168993593581,0.05990831602353697,0.039936829435652924,0.08010999430065675,0.06309047681764565,0.04273421157022103,0.08428589260300132,0.07165523490004215,0.05033716734312393,0.09515918641025942,0.07814795793164873,0.05540596076991931,0.10294423904020242,0.08491102249170171,0.06167412743808851,0.11082671718195054,,,,,,,,,,,,,,,
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,6,0.054846455512809714,0.03705019928906179,0.07410858118980371,0.06075364805820463,0.042645783469698655,0.08128754782002307,0.06407007400473765,0.04501229261714347,0.08536371770814816,0.07249681214575032,0.05169139639985651,0.09602107478924016,0.07842082208109065,0.057132131866234726,0.10328548155670805,0.08544992624816043,0.06328284098285047,0.11166284188463567,0.10425067695322797,0.07988419558413412,0.13469963554154074,,,,,,,,,,,,
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,11,0.0582728541042235,0.040849175343478275,0.07574749642303774,0.06389099552409562,0.04614885540146203,0.08280606982114304,0.06720800987850677,0.04872267212263669,0.08699894160919039,0.0758155958150355,0.05562217168146661,0.09713410146573077,,,,,,,,,,,,,,,,,,,,,
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,10,0.054809387359572005,0.0374517347105995,0.0729426380801796,0.060591212773532264,0.04269599722891068,0.0799979266355524,0.06394358888443001,0.044721743368427574,0.08336033337616228,0.07369218226198379,0.053035911301785796,0.09523649743437579,0.07991367591708885,0.05781842549045297,0.10247692146256461,,,,,,,,,,,,,,,,,,
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,8,0.06113554154342034,0.04164843570282739,0.08227699333166423,0.06732285580290943,0.046425140896459965,0.08949801629871795,0.07076468160350076,0.04884304113726438,0.0937746049842173,0.08015305025468705,0.056457592063661376,0.10476885504842649,0.08589161631959288,0.060952146651269724,0.1119461516638369,0.09294269792573112,0.06759473392418432,0.11977841692543936,,,,,,,,,,,,,,,
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,7,0.0599008704728695,0.04125853886659393,0.08054626865071217,0.06535341463992304,0.045552244415993356,0.08782078321547852,0.06875950527214027,0.04836690972455802,0.0917979383751101,0.076978483653015,0.055113509819598554,0.10171181513676394,0.08253028362158736,0.05987164161744438,0.10789988788944802,0.08929338700069545,0.06534254296242187,0.11656383479042148,0.10645679717690122,0.07996564476370731,0.13797862899235325,,,,,,,,,,,,
Joanna Krupa,Derek Hough,Model,,Poland,30,9,4,0.10182614029686161,0.05710990223882944,0.13947355727288308,0.11117051284147761,0.06449873124995523,0.15194457364374098,0.11609131829852973,0.06855900564088942,0.15886999233349655,0.1296652312374388,0.07783838286246973,0.17665689276195345,0.138832592777769,0.08449321106846122,0.1875658464116946,0.14884550130373966,0.092070993082841,0.2003429105181286,0.17671698644639255,0.1143627410242247,0.23782451688867515,0.21710824805565757,0.14698620229774054,0.28421233290293313,0.25259316606063326,0.175067951398637,0.32779591578468903,,,,,,
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,14,0.047990542129918705,0.036059393170214366,0.06219224318047964,0.0528037001365992,0.04004425376752893,0.06797593717910654,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,13,0.05226723428719271,0.03823769709767472,0.06790154449163828,0.05736626850523612,0.042968576819392826,0.07402105834207731,0.06042881501592409,0.04523799924217986,0.07714052529421121,,,,,,,,,,,,,,,,,,,,,,,,
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,15,0.04859172945012893,0.03618286364819301,0.06255997768234951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,5,0.06677234303379863,0.04449318707475117,0.0903816948247518,0.07366625833806227,0.05018515892104694,0.09921724827764582,0.077711897168694,0.05400208830357836,0.10427691140928422,0.08772108916470313,0.06253846435419139,0.11612752120521977,0.09401819502298044,0.06762954865741604,0.12537240866850882,0.10163930793298843,0.07366448585199946,0.13355829648127568,0.12292526525703593,0.09112575800641039,0.15953978468197336,0.15450869751299984,0.11702054282753259,0.19897974035530142,,,,,,,,,
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2,0.08060993821767602,0.036937809641113324,0.12062827221541636,0.08802371710318323,0.041970761340196436,0.13035779567126304,0.09240820211054228,0.045477599118003253,0.13586623140359244,0.1041670011833582,0.053588155948770914,0.15147385497180132,0.11199947719583293,0.05926978210853625,0.16171996022207163,0.12060382285066655,0.06617011345499435,0.1723448948613216,0.14319134180797716,0.08316846094205468,0.20069805127807816,0.17562404706114626,0.1087668177030068,0.24041301723736902,0.20674988553518966,0.13665996014224613,0.27586106352693457,0.27307758271332166,0.2003773970661048,0.35146344213939806,,,
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1,0.2018977231168302,0.1212119480052023,0.2694409550030961,0.21684669526873432,0.13344737062248263,0.2877034338170361,0.22537878313381746,0.13915412787577494,0.29739337116924536,0.24711094293856345,0.15732271950607452,0.32090374790258686,0.26154132898883053,0.16870898766429304,0.3378749514664818,0.27801885195024434,0.18181543070797118,0.35687250056727343,0.31971498432899603,0.2168914516329079,0.40274695120017484,0.3801746942036041,0.26914396651290967,0.47090885508270913,0.4322419669579174,0.31217311198667536,0.5311639251481852,0.5409606481155463,0.41645276185057734,0.6477056821673927,,,
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3,0.06809179525095567,0.034832460424445794,0.10068385273639548,0.07474291574380441,0.03975938576327983,0.10793777753960834,0.07827407705017395,0.04228727902209452,0.11233928045940528,0.08787374996275847,0.049576607364232125,0.1259482613473586,0.09443565697225059,0.055522803122698,0.13375510464694973,0.10184762523609638,0.06205457170214276,0.14332603395744029,0.12044571749358711,0.07418945927169367,0.16750415093925913,0.15007781538993106,0.09946697906960118,0.20138348134453504,0.17706256587305275,0.12325100232926825,0.2328886711048864,0.23542799411427257,0.1766203437533776,0.3053621005340323,,,
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,9,0.07246697947683783,0.052504844296874985,0.094264709839496,0.07246697947683783,0.052504844296874985,0.094264709839496,0.07950816110786024,0.05874403586575464,0.10296557907154544,0.08630942031246032,0.06438416175810603,0.11160102509435811,,,,,,,,,,,,,,,,,,,,,
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,11,0.08995949819238287,0.0635737004773158,0.11679043430111247,0.08995949819238287,0.0635737004773158,0.11679043430111247,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,5,0.07853610513937036,0.05323157383476966,0.10540964203588563,0.07853610513937036,0.05323157383476966,0.10540964203588563,0.08620378181714705,0.05929130116716855,0.1147338007310432,0.09342180130308199,0.06501567363120986,0.12272718083400509,0.10171897186392163,0.07186925228807019,0.13397768656035763,0.11179135529749283,0.08065238718059131,0.14676845140695044,0.12388935296723022,0.09029108024266824,0.16128512958123445,0.1442650677492597,0.10768466567098936,0.18573288046969794,,,,,,,,,
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,10,0.07246863838676092,0.05113534395405304,0.09482674008273834,0.07246863838676092,0.05113534395405304,0.09482674008273834,0.07863192113256326,0.05576553706161973,0.10180691430977895,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,4,0.08069249649608098,0.052010946442847004,0.11138478494959825,0.08069249649608098,0.052010946442847004,0.11138478494959825,0.08771677682177006,0.056791613619443286,0.12137484221728737,0.09485888375451867,0.06378839778305632,0.12927349508777608,0.10369787161483776,0.07112081384882696,0.13905716381630012,0.11384135551493224,0.07933727808455797,0.15226888925110132,0.12675114186491002,0.09051506727431564,0.1682999393981118,0.14759140996632464,0.1062567044938735,0.19386311336310363,0.17202432266602238,0.12770888806381925,0.22443299658986868,,,,,,
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2,0.08701179226325682,0.049159071927076387,0.1255013964612757,0.08701179226325682,0.049159071927076387,0.1255013964612757,0.09519659024866808,0.05527510937772372,0.13603656123493538,0.10330640487252178,0.06090022289518443,0.14654367198647308,0.11302034814281901,0.06947418366349455,0.1582426744073966,0.12521439073370075,0.07753649256422766,0.17407745715770764,0.13802635436456331,0.0899740530003435,0.1912098896140377,0.1596727294857797,0.10640097567110117,0.21847825706362295,0.1861371327733676,0.12939958515741135,0.24939352250498636,0.22524045867267392,0.16300776499342545,0.29322509093212806,,,
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,6,0.08919914631857973,0.0615030672979276,0.11872498471259332,0.08919914631857973,0.0615030672979276,0.11872498471259332,0.09762527367342301,0.06792181459315419,0.1288355275930279,0.10548682929136885,0.07567360960380975,0.13825106109631166,0.1153584779605309,0.08322326631722035,0.15101644404638975,0.12696245776426826,0.09314692984465481,0.1646599120051279,0.14081777864705358,0.1038354069886313,0.18140681173242507,,,,,,,,,,,,
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1,0.26608112655038363,0.17031972260371095,0.34359820863669066,0.26608112655038363,0.17031972260371095,0.34359820863669066,0.285249677746519,0.18590253757581707,0.36851082413300806,0.30273733232767974,0.20062421661645344,0.3884452812640849,0.3236566841191578,0.21649816338896946,0.4093420433627438,0.349511723572302,0.23967971928763282,0.44294926499710496,0.378863242361606,0.2671310313769002,0.4771981938941051,0.42437810109633856,0.30393636546626535,0.525944375732748,0.4790099610302949,0.35318543234356903,0.5869683989436706,0.5552529185895605,0.42424745428056515,0.6683775647099863,,,
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3,0.1211086909165981,0.0716165467669625,0.16897602724738786,0.1211086909165981,0.0716165467669625,0.16897602724738786,0.131197525126605,0.08067752765162614,0.18258274736094332,0.14066845796934194,0.08824524301379927,0.19531114325541138,0.15144582185215685,0.0979945859600576,0.20929690317995933,0.16496480953175507,0.10794114262252616,0.22531222862077915,0.18154952575310238,0.12210095502325899,0.24472942050033425,0.20706239629966985,0.14559270259611304,0.274901276292817,0.2384424803254527,0.17096247902355433,0.31407622431368903,0.28324627425153165,0.21289615249058308,0.36346197601650554,,,
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,8,0.07540819018671008,0.054936148514662976,0.09881560753983534,0.07540819018671008,0.054936148514662976,0.09881560753983534,0.082112599445008,0.06035027894902724,0.10613889463739731,0.08844463676108054,0.06546923699323745,0.11444011534122919,0.09617763416676836,0.07185990670014249,0.12366523728331584,,,,,,,,,,,,,,,,,,
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,7,0.06936687387636374,0.0471534300951394,0.09397456893506122,0.06936687387636374,0.0471534300951394,0.09397456893506122,0.07640378982396895,0.053068846040954236,0.10240653543965447,0.08310166782725716,0.05937536885798641,0.1098760443994576,0.09095648922447347,0.06543469818473209,0.11951186465071786,0.1012444761617149,0.07348875353320894,0.1320237805290168,,,,,,,,,,,,,,,
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,12,0.06833354445301944,0.049788053976762565,0.08828632908367084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,8,0.07762182790536706,0.05379015128685748,0.102169164318227,0.08295871985503829,0.058535235071388504,0.10812428045238522,0.08924489499560033,0.06332352056494646,0.1161022698895378,0.09577320027548902,0.06975326940824822,0.12360345960763633,0.10424082853409876,0.07690324780612887,0.13395580125476764,,,,,,,,,,,,,,,,,,
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2,0.09651546341630796,0.04606256107450709,0.14200176494002786,0.10286130110386378,0.050350273835109274,0.15165502700229533,0.11014180697739023,0.05526397534639302,0.16158303364574325,0.1175667566991334,0.061243218727984154,0.167927555932119,0.1271632425156141,0.06915497681024191,0.1816795166306568,0.13963207695228497,0.079331343797994,0.19724088248535282,0.172534405801399,0.10766155956494719,0.23804974076966368,0.19673678757270466,0.12703675448072985,0.26758818758394076,0.23116194852529529,0.15642336752403924,0.3081630219059628,0.2831559106568754,0.20450087126282734,0.36756689919216745,,,
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1,0.21583970467162955,0.12813302479821878,0.28766636870639595,0.22752703929001564,0.13582539547577865,0.3030531257568485,0.24094098844317433,0.14631461596271356,0.32016986678932935,0.2546397160114341,0.15596569554851886,0.33534208268027804,0.27295687849785405,0.1715806697243673,0.3567718234974513,0.29637876805069285,0.18905237575111122,0.3844066533386654,0.35357893020842296,0.23583917681795455,0.4456508006840003,0.39588323064820397,0.27245460885785217,0.49513480870461013,0.4534100311212195,0.32638567265249685,0.5600623402841309,0.5397275696946567,0.4046476031229676,0.6559645032336625,,,
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,6,0.07118440897994319,0.04273157882931146,0.09925617816619103,0.07656739141232208,0.046698544392269475,0.105701345622544,0.08274763906185198,0.05203341519548257,0.11284767972957901,0.08941236247999686,0.0571160643465574,0.1217303523924632,0.09772751886442568,0.06384917991741515,0.1308295928754226,0.10937964854069555,0.07338665448444945,0.14504656620308282,0.13911998032352693,0.09895883297433326,0.18140249487685545,,,,,,,,,,,,
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,5,0.07382407541606059,0.04652770241656539,0.10099634717687409,0.07899662233107457,0.05099877799814466,0.10732532323466425,0.0852221557174714,0.05600681507775972,0.11497061330124744,0.09179739949341409,0.06143642249903111,0.12207418308731567,0.09980378926515869,0.0678785897165543,0.13172041513536764,0.11155813860848517,0.07756137265667366,0.14712927606073678,0.13824205342475562,0.10161147658914726,0.17627465294432673,0.16055822668952602,0.11980532974109498,0.20269718607009166,,,,,,,,,
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,10,0.06283040201663007,0.04588603656678802,0.08296468540802376,0.06719700932621163,0.049558165860422054,0.08870761801854868,0.07257195010925395,0.05416488754625284,0.0951734490013715,,,,,,,,,,,,,,,,,,,,,,,,
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,11,0.06969869382273702,0.05121167173520223,0.08910056989478035,0.07450454272388532,0.055093163262245365,0.09504754104288324,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,4,0.07184529592351341,0.0399687545682662,0.10241012878952627,0.0773150409023764,0.04471367978538641,0.10923244547569039,0.08339990332727433,0.04961353537468625,0.11717385630520454,0.08993441713899494,0.0548858865456887,0.12475616161562775,0.09889320288750139,0.0631422634803501,0.13630355021195303,0.11116862403827701,0.07236339125662222,0.15208373504921588,0.14282997330369887,0.1024273582006325,0.18916219802699766,0.16552101348898104,0.11982874152481451,0.21655450268744952,0.19727018268275223,0.14687931826244652,0.2526925003738746,,,,,,
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,9,0.06913210060501186,0.04992818462264564,0.08964482490182314,0.0737980839228201,0.05372468831350915,0.09515395929996326,0.07955222890322564,0.058504314375925306,0.1027519149765727,0.08568275863149069,0.06344919482942579,0.11088906392276572,,,,,,,,,,,,,,,,,,,,,
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,7,0.15134646818174402,0.08820317436603617,0.2061173186498444,0.16015577358171842,0.0954274589368902,0.21730664512517073,0.17071597236000066,0.10244383882796863,0.23217023399576267,0.18200839814520878,0.11125721111793055,0.24540931809977248,0.19653142909944601,0.1216140179964597,0.26422549037623966,0.21541406740347754,0.1350439653180796,0.28776070261694386,,,,,,,,,,,,,,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3,0.07343643010953557,0.03570372763480089,0.10873859148461221,0.0783722613163207,0.0387071591156275,0.11472230162619719,0.08450259721064855,0.04380987051944867,0.12339937564846953,0.0904518769610916,0.04806918467786146,0.1307007913963055,0.09793956272940468,0.05518531633177701,0.14054291538212343,0.10811679242725615,0.06274002070977054,0.15264319921787697,0.1353525839962662,0.08479546969799309,0.1867138462696746,0.15605271280086724,0.10261461706410634,0.21335418103442838,0.18418513542071718,0.1283457134675215,0.2470227512387522,0.2283485536972456,0.16682392568108667,0.29819406599607723,,,
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,4,0.086790424288146,0.05457626969820234,0.12054057972021678,0.086790424288146,0.05457626969820234,0.12054057972021678,0.09300807932181117,0.05965335954249627,0.12766109438028397,0.1000404862232175,0.06429647345199835,0.13499027318092519,0.10864913025365666,0.07180499949150744,0.14567235948985982,0.1200056956725526,0.08227271183521252,0.16034708204986486,0.13266593770784943,0.0935117806980359,0.17592154640104793,0.15460292897270506,0.11268715904701934,0.20173093341933943,0.18096506626342634,0.13710901968616732,0.23307735873725846,,,,,,
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3,0.21926000356199216,0.10486468512149791,0.3227897470830956,0.21926000356199216,0.10486468512149791,0.3227897470830956,0.2303803269782142,0.11228350157298393,0.33629311091337877,0.24336993781706168,0.12358197222980918,0.35294067467281826,0.25863922886010265,0.13330052844664833,0.3708559255016035,0.27911159045569267,0.14957160243401021,0.3975461430460695,0.3016159317783042,0.1703245518541618,0.42258155837266675,0.3369371409742164,0.1976636664339564,0.4720204616812408,0.38142184312063665,0.23464562214515844,0.5258478509685298,0.4479213879333971,0.2917468401069431,0.604048726459407,,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2,0.0921035045630646,0.05209326189602706,0.134150863359496,0.0921035045630646,0.05209326189602706,0.134150863359496,0.09830363531105067,0.05768221757360143,0.14131913446299982,0.10537463005395403,0.06297469756564449,0.15156935181429596,0.11365641966867554,0.0691427206365812,0.1608221967590306,0.12518511136567467,0.0785134301837561,0.17472762140514098,0.13823498548661536,0.08928682748990324,0.18959484703580987,0.1590015003319211,0.10816205797342718,0.2129163544843546,0.18627671948714597,0.13396706116536877,0.2476500240859909,0.22570795969742194,0.16580272495308745,0.29321546523243824,,,
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1,0.22255091095837093,0.10879343356152185,0.31715331142340497,0.22255091095837093,0.10879343356152185,0.31715331142340497,0.23434267421723304,0.11802751418147928,0.3326759442708656,0.24772439718852468,0.12618071106361844,0.34840902121963724,0.26295531441350894,0.13693222927659157,0.3698586017724474,0.28407067150954035,0.15523344290403693,0.39447542830519916,0.30649036313746597,0.17583464981637953,0.4237103713022666,0.34221201732154055,0.20306960812452857,0.46671314684451415,0.3872188728800777,0.2421500822843519,0.5227327642159214,0.45116423091113433,0.2953581035576035,0.5973720560680138,,,
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,9,0.07087206666699179,0.05186304239105992,0.0924971710027931,0.07087206666699179,0.05186304239105992,0.0924971710027931,0.07610379084655304,0.05592748299262573,0.09852114008095451,0.0823286150123281,0.06137464772190088,0.10647330503211687,,,,,,,,,,,,,,,,,,,,,
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,7,0.07070725661190798,0.04702393000309001,0.09602723807168312,0.07070725661190798,0.04702393000309001,0.09602723807168312,0.07652335236978475,0.052275327133941146,0.10269365902112561,0.08285730491835841,0.05733570224650321,0.11037426128939824,0.09044438285023852,0.06368314175560658,0.11903346088970446,0.10142470503108464,0.07286982291677223,0.13276822451708364,,,,,,,,,,,,,,,
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,8,0.08150324035400161,0.05888216249842107,0.10566505139603566,0.08150324035400161,0.05888216249842107,0.10566505139603566,0.087315640349906,0.06477154802852474,0.11320494414146773,0.09470674343391143,0.06989707736085682,0.12230395448924311,0.10299814061915734,0.07717683099643499,0.13170355956817442,,,,,,,,,,,,,,,,,,
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,11,0.07202165538929822,0.05148281398389934,0.0934613095490179,0.07202165538929822,0.05148281398389934,0.0934613095490179,,,,,,,,,,,,,,,,,,,,,,,,,,,
