TripID,UserID,StartTime,EndTime,StartLoc_X,StartLoc_Y,EndLoc_X,EndLoc_Y,Battery_Start,Battery_End
10891,U0322,2025-10-13 12:20:55,2025-10-13 12:32:55,1520,135,281,1705,76,69.3
10892,U0272,2025-10-13 12:47:47,2025-10-13 12:51:47,1691,102,1134,829,87,83.9
10893,U0749,2025-10-13 12:15:11,2025-10-13 12:20:11,313,1680,950,861,81,77.6
10894,U1233,2025-10-13 12:34:27,2025-10-13 12:40:27,143,1789,958,887,42,38.0
10895,U0927,2025-10-13 12:46:28,2025-10-13 12:52:28,383,1739,944,689,69,64.6
10896,U1171,2025-10-13 12:55:49,2025-10-13 12:59:49,1667,259,1027,795,98,94.9
10897,U0967,2025-10-13 12:02:38,2025-10-13 12:09:38,1535,246,860,1252,91,87.0
10898,U0301,2025-10-13 12:15:40,2025-10-13 12:26:40,1526,173,190,1700,77,69.4
10899,U0240,2025-10-13 12:53:25,2025-10-13 12:57:25,1151,964,1632,163,40,36.3
10900,U0966,2025-10-13 12:47:55,2025-10-13 12:49:55,894,1079,1066,845,80,79.1
10901,U0493,2025-10-13 12:36:21,2025-10-13 12:38:21,1084,1043,1077,989,48,47.8
10902,U0465,2025-10-13 12:46:36,2025-10-13 12:52:36,1135,1053,1715,233,71,67.7
10903,U1455,2025-10-13 12:07:18,2025-10-13 12:15:18,182,1696,1086,783,82,77.6
10904,U0269,2025-10-13 12:00:14,2025-10-13 12:07:14,222,1723,933,873,85,81.5
10905,U1369,2025-10-13 12:54:13,2025-10-13 12:58:13,1342,980,1625,137,81,78.3
10906,U0831,2025-10-13 12:22:43,2025-10-13 12:27:43,1673,159,892,778,46,42.7
10907,U1437,2025-10-13 12:25:58,2025-10-13 12:32:58,1653,296,155,131,74,69.1
10908,U0888,2025-10-13 12:05:15,2025-10-13 12:07:15,1075,1123,994,921,78,77.3
10909,U1059,2025-10-13 12:43:57,2025-10-13 12:49:57,326,1772,1017,897,87,82.9
10910,U0761,2025-10-13 12:53:55,2025-10-13 13:01:55,291,1758,981,634,99,93.9
10911,U1478,2025-10-13 12:04:02,2025-10-13 12:06:02,1002,1107,912,649,43,41.6
10912,U0987,2025-10-13 12:42:18,2025-10-13 12:44:18,981,1246,1014,722,64,62.4
10913,U1428,2025-10-13 12:36:46,2025-10-13 12:42:46,1741,179,916,840,66,62.0
10914,U0171,2025-10-13 12:43:28,2025-10-13 12:48:28,390,1648,1090,788,70,65.6
10915,U1247,2025-10-13 12:48:16,2025-10-13 12:53:16,1681,109,903,804,75,71.5
10916,U1164,2025-10-13 12:01:51,2025-10-13 12:06:51,1172,1049,213,1644,68,64.1
10917,U0954,2025-10-13 12:06:48,2025-10-13 12:09:48,815,1234,310,1685,43,40.4
10918,U0483,2025-10-13 12:47:08,2025-10-13 12:49:08,866,1145,979,823,99,97.9
10919,U0768,2025-10-13 12:10:02,2025-10-13 12:12:02,790,1198,1026,771,45,43.2
10920,U0753,2025-10-13 12:43:46,2025-10-13 12:48:46,1624,158,874,702,60,56.6
10921,U0792,2025-10-13 12:44:49,2025-10-13 12:50:49,264,1789,1010,809,85,80.7
10922,U0580,2025-10-13 12:20:55,2025-10-13 12:26:55,217,1693,1126,740,66,61.6
10923,U1403,2025-10-13 12:57:37,2025-10-13 13:02:37,361,1790,901,799,91,86.6
10924,U0055,2025-10-13 12:42:04,2025-10-13 12:49:04,241,1624,933,704,68,63.7
10925,U0975,2025-10-13 12:30:51,2025-10-13 12:32:51,847,1259,982,760,93,91.3
10926,U0033,2025-10-13 12:08:21,2025-10-13 12:13:21,1187,947,1537,191,96,93.1
10927,U1131,2025-10-13 12:57:58,2025-10-13 13:03:58,193,1668,967,818,99,95.5
10928,U0927,2025-10-13 12:26:28,2025-10-13 12:32:28,417,1636,1121,793,83,79.3
10929,U0429,2025-10-13 12:11:58,2025-10-13 12:13:58,1010,1111,988,745,77,75.8
10930,U1219,2025-10-13 12:39:26,2025-10-13 12:41:26,705,1066,912,717,92,90.7
10931,U0556,2025-10-13 12:35:10,2025-10-13 12:41:10,250,1738,988,812,90,85.8
10932,U0832,2025-10-13 12:00:30,2025-10-13 12:02:30,1110,1097,822,812,52,50.4
10933,U1019,2025-10-13 12:49:34,2025-10-13 12:53:34,1685,265,890,818,87,83.2
10934,U0900,2025-10-13 12:29:46,2025-10-13 12:33:46,1299,1076,1543,219,93,89.9
10935,U1497,2025-10-13 12:12:11,2025-10-13 12:14:11,1335,877,954,814,89,87.7
10936,U0406,2025-10-13 12:28:28,2025-10-13 12:34:28,251,1740,997,839,73,69.3
10937,U1484,2025-10-13 12:49:04,2025-10-13 12:54:04,1651,209,907,1107,75,70.8
10938,U0196,2025-10-13 12:49:10,2025-10-13 12:54:10,294,1559,880,857,95,92.0
10939,U0666,2025-10-13 12:28:34,2025-10-13 12:34:34,258,1644,1021,703,61,57.0
10940,U0308,2025-10-13 12:48:37,2025-10-13 12:53:37,206,1589,922,791,78,73.7
10941,U0959,2025-10-13 12:43:58,2025-10-13 12:47:58,1575,106,1001,829,69,65.6
10942,U0067,2025-10-13 12:21:49,2025-10-13 12:27:49,338,1786,1072,752,77,72.8
10943,U0082,2025-10-13 12:16:22,2025-10-13 12:22:22,160,1817,963,719,41,36.4
10944,U0904,2025-10-13 12:30:35,2025-10-13 12:35:35,345,1882,1117,942,63,58.2
10945,U1184,2025-10-13 12:12:56,2025-10-13 12:18:56,317,1805,916,836,94,90.5
10946,U0402,2025-10-13 12:02:24,2025-10-13 12:06:24,1436,31,982,766,91,87.9
10947,U0909,2025-10-13 12:12:26,2025-10-13 12:16:26,1658,343,1029,932,94,90.8
10948,U0347,2025-10-13 12:56:16,2025-10-13 13:00:16,302,1395,1200,882,61,57.2
10949,U1195,2025-10-13 12:56:52,2025-10-13 13:01:52,430,1784,1071,787,94,89.7
10950,U0201,2025-10-13 12:17:25,2025-10-13 12:19:25,1219,1079,993,722,87,85.5
10951,U0186,2025-10-13 12:21:05,2025-10-13 12:23:05,1015,1084,1093,795,90,89.1
10952,U0414,2025-10-13 12:03:32,2025-10-13 12:14:32,318,1675,1762,179,73,65.4
10953,U1054,2025-10-13 12:35:27,2025-10-13 12:41:27,1721,129,1015,862,66,62.9
10954,U0148,2025-10-13 12:40:44,2025-10-13 12:42:44,999,1096,1008,746,69,67.9
10955,U0757,2025-10-13 12:32:44,2025-10-13 12:38:44,1015,1041,286,1702,64,60.5
10956,U0508,2025-10-13 12:38:57,2025-10-13 12:40:57,1159,1049,968,727,66,64.7
10957,U1052,2025-10-13 12:21:50,2025-10-13 12:24:50,813,1145,319,1686,82,79.1
10958,U0200,2025-10-13 12:37:02,2025-10-13 12:43:02,240,1604,977,780,68,63.6
10959,U1431,2025-10-13 12:32:59,2025-10-13 12:36:59,1543,237,934,871,64,60.9
10960,U1134,2025-10-13 12:57:50,2025-10-13 13:03:50,250,1728,850,715,71,66.6
10961,U0120,2025-10-13 12:33:32,2025-10-13 12:35:32,1106,1085,924,729,60,58.5
10962,U0284,2025-10-13 12:42:01,2025-10-13 12:48:01,1579,180,897,816,46,42.3
10963,U0862,2025-10-13 12:59:41,2025-10-13 13:01:41,752,1221,985,783,89,87.5
10964,U1422,2025-10-13 12:05:34,2025-10-13 12:08:34,1606,320,1038,736,83,80.3
10965,U0197,2025-10-13 12:18:50,2025-10-13 12:28:50,239,1818,1596,138,82,75.1
10966,U0973,2025-10-13 12:53:04,2025-10-13 12:57:04,1522,230,1008,858,95,92.0
10967,U0231,2025-10-13 12:00:14,2025-10-13 12:05:14,282,1737,919,861,52,48.5
10968,U1462,2025-10-13 12:18:06,2025-10-13 12:23:06,242,1559,980,737,75,71.4
10969,U0673,2025-10-13 12:25:30,2025-10-13 12:30:30,1683,103,990,947,81,77.7
10970,U1240,2025-10-13 12:14:49,2025-10-13 12:16:49,1029,1126,957,812,47,46.0
10971,U0968,2025-10-13 12:00:56,2025-10-13 12:07:56,160,1728,992,714,54,50.0
10972,U1140,2025-10-13 12:25:52,2025-10-13 12:29:52,1542,173,1038,726,55,52.6
10973,U0347,2025-10-13 12:09:38,2025-10-13 12:14:38,331,1756,981,925,65,60.8
10974,U0692,2025-10-13 12:15:17,2025-10-13 12:17:17,733,1228,976,887,48,46.5
10975,U0252,2025-10-13 12:53:36,2025-10-13 12:58:36,367,1638,981,788,87,83.1
10976,U0490,2025-10-13 12:32:49,2025-10-13 12:34:49,1431,1163,992,796,47,45.0
10977,U0715,2025-10-13 12:56:33,2025-10-13 12:59:33,1521,217,933,790,44,41.3
10978,U0017,2025-10-13 12:05:25,2025-10-13 12:11:25,392,1757,1036,877,53,48.8
10979,U0427,2025-10-13 12:00:35,2025-10-13 12:05:35,1048,1097,321,1755,81,77.7
10980,U1279,2025-10-13 13:30:08,2025-10-13 13:33:08,839,1268,1012,694,43,40.7
10981,U1327,2025-10-13 13:14:55,2025-10-13 13:18:55,470,1641,1035,915,41,37.9
10982,U1107,2025-10-13 13:46:53,2025-10-13 13:52:53,123,1761,1101,672,41,35.6
10983,U0340,2025-10-13 13:26:50,2025-10-13 13:35:50,1589,170,292,1584,53,46.9
10984,U1194,2025-10-13 13:49:35,2025-10-13 13:55:35,464,1795,981,775,41,36.8
10985,U0889,2025-10-13 13:00:48,2025-10-13 13:07:48,760,1142,1554,328,57,52.7
10986,U0123,2025-10-13 13:31:28,2025-10-13 13:36:28,296,1689,1033,661,79,74.5
10987,U0568,2025-10-13 13:27:58,2025-10-13 13:33:58,60,1672,1050,796,53,47.8
10988,U1272,2025-10-13 13:35:19,2025-10-13 13:47:19,236,1824,1520,160,48,40.7
10989,U0663,2025-10-13 13:10:32,2025-10-13 13:12:32,1186,992,817,828,44,42.7
10990,U1027,2025-10-13 13:00:19,2025-10-13 13:03:19,1503,267,1089,738,42,39.7
10991,U1493,2025-10-13 13:44:59,2025-10-13 13:47:59,1627,295,1022,774,85,82.1
10992,U0432,2025-10-13 13:02:16,2025-10-13 13:09:16,829,1182,1631,212,64,59.4
10993,U0971,2025-10-13 13:06:42,2025-10-13 13:10:42,463,1794,911,864,74,70.3
10994,U1250,2025-10-13 13:07:05,2025-10-13 13:09:05,866,1222,990,756,42,40.2
10995,U0251,2025-10-13 13:10:00,2025-10-13 13:12:00,741,1186,918,920,83,81.9
10996,U1308,2025-10-13 13:06:37,2025-10-13 13:08:37,1123,888,1127,751,45,44.5
10997,U0888,2025-10-13 13:18:04,2025-10-13 13:25:04,371,1760,1097,808,95,91.4
10998,U0058,2025-10-13 13:41:04,2025-10-13 13:43:04,982,1110,1045,966,80,79.4
10999,U1311,2025-10-13 13:55:18,2025-10-13 14:01:18,305,1641,1021,842,68,64.0
11000,U0272,2025-10-13 13:42:00,2025-10-13 13:47:00,1030,1031,365,1798,83,79.7
11001,U0661,2025-10-13 13:09:10,2025-10-13 13:19:10,437,1766,1811,219,91,84.6
11002,U1482,2025-10-13 13:03:44,2025-10-13 13:05:44,1132,908,1125,706,84,83.3
11003,U0929,2025-10-13 13:18:58,2025-10-13 13:22:58,1625,106,973,829,75,71.2
11004,U1378,2025-10-13 13:09:38,2025-10-13 13:12:38,1449,252,980,891,57,53.9
11005,U1450,2025-10-13 13:47:42,2025-10-13 13:53:42,227,1676,966,972,86,82.5
11006,U1498,2025-10-13 13:36:50,2025-10-13 13:38:50,975,1079,1017,677,97,95.6
11007,U1394,2025-10-13 13:41:20,2025-10-13 13:47:20,1064,1019,1561,105,75,71.8
11008,U1083,2025-10-13 13:03:12,2025-10-13 13:08:12,390,1750,1093,830,58,54.4
11009,U0736,2025-10-13 13:43:13,2025-10-13 13:54:13,1709,166,295,1690,80,72.7
11010,U0956,2025-10-13 13:59:59,2025-10-13 14:01:59,1259,1009,989,955,89,88.0
11011,U0835,2025-10-13 13:09:07,2025-10-13 13:11:07,726,1076,1035,814,54,52.4
11012,U0228,2025-10-13 13:24:32,2025-10-13 13:29:32,1831,237,985,652,86,82.6
11013,U0689,2025-10-13 13:45:32,2025-10-13 13:55:32,1560,214,293,1649,51,44.5
11014,U0394,2025-10-13 13:45:34,2025-10-13 13:50:34,241,1665,1121,908,84,80.1
11015,U1355,2025-10-13 13:55:34,2025-10-13 13:58:34,997,1236,358,1568,49,46.3
11016,U0894,2025-10-13 13:25:03,2025-10-13 13:28:03,814,1209,342,1579,59,56.6
11017,U1224,2025-10-13 13:39:37,2025-10-13 13:45:37,1590,155,166,118,70,64.9
11018,U1230,2025-10-13 13:50:35,2025-10-13 14:01:35,265,1727,1574,43,50,41.9
11019,U0734,2025-10-13 13:51:43,2025-10-13 13:53:43,753,1250,1068,878,52,50.2
11020,U0894,2025-10-13 13:07:03,2025-10-13 13:09:03,1211,884,919,838,46,45.0
11021,U1305,2025-10-13 13:26:22,2025-10-13 13:31:22,1666,86,1106,750,98,94.8
11022,U1316,2025-10-13 13:23:40,2025-10-13 13:35:40,404,1795,1487,187,74,66.5
11023,U1138,2025-10-13 13:32:27,2025-10-13 13:43:27,257,1702,1632,67,80,73.3
11024,U0929,2025-10-13 13:37:44,2025-10-13 13:39:44,1195,1007,958,740,95,93.7
11025,U1417,2025-10-13 13:45:40,2025-10-13 13:51:40,858,1324,1593,200,94,89.6
11026,U0223,2025-10-13 13:17:51,2025-10-13 13:23:51,242,1641,1086,811,93,88.9
11027,U0119,2025-10-13 13:47:53,2025-10-13 13:49:53,775,1158,1006,805,60,58.6
11028,U1391,2025-10-13 13:13:53,2025-10-13 13:15:53,794,1235,876,824,78,76.7
11029,U0503,2025-10-13 13:07:12,2025-10-13 13:09:12,928,1125,1137,842,94,92.7
11030,U0622,2025-10-13 13:50:20,2025-10-13 13:55:20,1692,178,824,713,95,91.7
11031,U0423,2025-10-13 13:31:09,2025-10-13 13:40:09,284,1667,1653,148,66,58.6
11032,U0956,2025-10-13 13:26:31,2025-10-13 13:28:31,736,1060,1109,907,42,40.6
11033,U0656,2025-10-13 13:40:30,2025-10-13 13:44:30,1614,117,880,854,84,80.2
11034,U1321,2025-10-13 13:01:20,2025-10-13 13:11:20,1648,123,589,1717,96,89.3
11035,U0327,2025-10-13 13:29:40,2025-10-13 13:36:40,255,1726,1023,783,96,91.4
11036,U0447,2025-10-13 13:26:17,2025-10-13 13:32:17,1064,1168,1644,219,86,81.6
11037,U1031,2025-10-13 13:51:32,2025-10-13 13:54:32,1562,130,990,706,99,96.5
11038,U0244,2025-10-13 13:55:17,2025-10-13 14:00:17,1663,132,877,571,42,39.2
11039,U0111,2025-10-13 13:05:33,2025-10-13 13:11:33,1665,125,1087,1227,46,42.2
11040,U0369,2025-10-13 13:59:09,2025-10-13 14:10:09,196,1632,1670,326,48,41.7
11041,U0325,2025-10-13 13:48:02,2025-10-13 13:59:02,326,1479,1749,91,73,66.3
11042,U1127,2025-10-13 13:47:23,2025-10-13 13:57:23,235,1819,1602,283,92,85.0
11043,U0804,2025-10-13 13:39:01,2025-10-13 13:46:01,233,1838,946,878,62,57.8
11044,U1348,2025-10-13 13:37:39,2025-10-13 13:44:39,1035,1218,1526,137,44,39.5
11045,U0138,2025-10-13 13:03:17,2025-10-13 13:13:17,396,1688,1679,0,41,33.7
11046,U1479,2025-10-13 13:11:45,2025-10-13 13:15:45,1605,164,1221,1034,54,50.8
11047,U0696,2025-10-13 13:43:32,2025-10-13 13:48:32,1462,128,1075,859,44,41.4
11048,U0378,2025-10-13 13:41:49,2025-10-13 13:46:49,1556,293,1002,886,85,82.0
11049,U1172,2025-10-13 13:44:18,2025-10-13 13:50:18,1680,165,1015,887,76,72.3
11050,U0602,2025-10-13 13:54:17,2025-10-13 14:00:17,1055,886,404,1714,88,84.0
11051,U0226,2025-10-13 13:19:46,2025-10-13 13:25:46,199,1824,884,739,44,39.9
11052,U0485,2025-10-13 13:25:00,2025-10-13 13:31:00,1751,155,1151,970,51,47.2
11053,U0162,2025-10-13 13:23:54,2025-10-13 13:27:54,717,1279,1126,804,58,55.9
11054,U1288,2025-10-13 13:26:04,2025-10-13 13:28:04,765,1274,894,796,69,67.5
11055,U1157,2025-10-13 13:30:01,2025-10-13 13:33:01,859,1300,1087,724,85,83.1
11056,U1172,2025-10-13 13:39:54,2025-10-13 13:46:54,325,1663,1896,1509,73,68.1
11057,U0079,2025-10-13 13:43:31,2025-10-13 13:51:31,234,1760,1082,628,89,84.0
11058,U0030,2025-10-13 13:15:15,2025-10-13 13:17:15,1005,1095,1017,905,71,70.4
11059,U0864,2025-10-13 13:43:40,2025-10-13 13:50:40,229,1806,905,791,94,90.0
11060,U0566,2025-10-13 13:32:51,2025-10-13 13:40:51,312,1623,1526,296,74,68.4
11061,U0008,2025-10-13 13:01:43,2025-10-13 13:07:43,934,951,1570,174,71,67.6
11062,U0652,2025-10-13 13:03:59,2025-10-13 13:05:59,1035,1219,1018,740,65,63.4
11063,U1403,2025-10-13 13:44:31,2025-10-13 13:55:31,1682,308,328,1618,68,60.7
11064,U1417,2025-10-13 13:29:32,2025-10-13 13:34:32,1654,53,892,699,78,74.6
11065,U0724,2025-10-13 13:48:13,2025-10-13 13:55:13,307,1749,997,676,71,65.9
11066,U0712,2025-10-13 13:50:25,2025-10-13 13:52:25,795,1189,939,766,43,41.5
11067,U0352,2025-10-13 13:38:18,2025-10-13 13:43:18,1705,145,1084,771,40,37.1
11068,U0710,2025-10-13 13:24:19,2025-10-13 13:27:19,779,1189,179,1632,80,77.7
11069,U0531,2025-10-13 13:50:17,2025-10-13 13:57:17,305,1792,995,815,52,47.4
11070,U0721,2025-10-13 13:42:45,2025-10-13 13:44:45,1020,1038,938,737,75,73.8
11071,U1349,2025-10-13 13:33:46,2025-10-13 13:35:46,895,1253,1077,903,87,85.7
11072,U0209,2025-10-13 13:09:23,2025-10-13 13:15:23,1551,54,864,881,74,69.8
11073,U0770,2025-10-13 13:10:55,2025-10-13 13:15:55,1674,239,1006,765,53,49.6
11074,U1371,2025-10-13 13:57:58,2025-10-13 14:03:58,1190,932,380,1775,82,77.8
11075,U0877,2025-10-13 13:48:05,2025-10-13 13:52:05,906,1275,201,1648,59,56.4
11076,U0016,2025-10-13 13:54:23,2025-10-13 13:59:23,1655,90,972,823,62,59.0
11077,U0293,2025-10-13 13:34:08,2025-10-13 13:40:08,368,1770,922,766,61,57.5
11078,U0250,2025-10-13 13:31:05,2025-10-13 13:43:05,251,1798,1521,154,72,64.1
11079,U1299,2025-10-13 13:12:23,2025-10-13 13:22:23,1585,81,362,1764,84,76.0
11080,U0561,2025-10-13 13:08:35,2025-10-13 13:10:35,1095,1215,1078,794,91,89.7
11081,U0429,2025-10-13 13:56:55,2025-10-13 13:58:55,1180,1058,825,789,63,61.6
11082,U1053,2025-10-13 13:34:27,2025-10-13 13:40:27,708,1218,1588,121,83,78.5
11083,U0143,2025-10-13 13:11:26,2025-10-13 13:13:26,991,1086,1147,740,73,71.6
11084,U1386,2025-10-13 13:05:04,2025-10-13 13:09:04,733,1136,324,1793,70,67.1
11085,U1426,2025-10-13 13:47:58,2025-10-13 13:49:58,1166,952,926,858,81,80.2
11086,U0786,2025-10-13 13:44:24,2025-10-13 13:46:24,1145,1064,1054,753,97,96.0
11087,U0444,2025-10-13 13:09:12,2025-10-13 13:15:12,146,1686,855,849,89,85.2
11088,U1322,2025-10-13 13:37:12,2025-10-13 13:47:12,1745,225,272,1706,43,34.8
11089,U0022,2025-10-13 13:44:22,2025-10-13 13:46:22,817,1097,1254,780,77,74.9
11090,U1298,2025-10-13 13:13:35,2025-10-13 13:18:35,840,1221,205,1794,40,36.8
11091,U0180,2025-10-13 13:01:15,2025-10-13 13:06:15,1176,995,321,1689,79,75.3
11092,U0418,2025-10-13 13:33:52,2025-10-13 13:39:52,378,1704,1076,799,88,84.2
11093,U0965,2025-10-13 13:54:04,2025-10-13 14:00:04,444,1832,1008,791,88,83.6
11094,U0254,2025-10-13 13:38:14,2025-10-13 13:44:14,315,1689,906,865,55,51.3
11095,U1444,2025-10-13 13:09:49,2025-10-13 13:15:49,1711,169,964,797,84,80.6
11096,U1220,2025-10-13 13:18:01,2025-10-13 13:24:01,283,1786,1112,849,60,55.9
11097,U0112,2025-10-13 13:16:30,2025-10-13 13:21:30,1472,128,943,842,56,53.3
11098,U1088,2025-10-13 13:22:43,2025-10-13 13:27:43,232,1707,1071,699,40,35.0
11099,U0280,2025-10-13 13:01:20,2025-10-13 13:08:20,1029,1084,1703,194,42,37.6
11100,U0626,2025-10-13 13:20:45,2025-10-13 13:22:45,1210,1045,1023,714,70,68.7
11101,U1483,2025-10-13 13:15:05,2025-10-13 13:22:05,1323,1009,269,1714,96,91.5
11102,U0888,2025-10-13 13:46:20,2025-10-13 13:50:20,1063,1054,293,1655,64,61.0
11103,U0392,2025-10-13 13:41:01,2025-10-13 13:46:01,1684,283,957,778,45,42.3
11104,U0449,2025-10-13 13:53:46,2025-10-13 13:58:46,380,1866,989,867,84,79.3
11105,U0005,2025-10-13 13:22:33,2025-10-13 13:27:33,437,1625,1029,800,82,78.6
11106,U0977,2025-10-13 13:07:38,2025-10-13 13:13:38,1576,122,889,830,87,84.0
11107,U0913,2025-10-13 13:44:38,2025-10-13 13:50:38,304,1698,932,773,58,53.6
11108,U1017,2025-10-13 13:59:51,2025-10-13 14:04:51,1144,1020,302,1764,56,51.7
11109,U1477,2025-10-13 13:32:50,2025-10-13 13:34:50,1207,895,1077,850,65,64.5
11110,U0553,2025-10-13 13:03:03,2025-10-13 13:07:03,1633,207,1075,841,68,64.7
11111,U1228,2025-10-13 13:56:30,2025-10-13 14:07:30,296,1818,1488,293,51,44.2
11112,U0363,2025-10-13 13:05:28,2025-10-13 13:11:28,766,1196,1630,235,48,43.7
11113,U0767,2025-10-13 13:16:22,2025-10-13 13:19:22,905,1245,782,820,85,83.5
11114,U1423,2025-10-13 13:58:59,2025-10-13 14:00:59,1055,1108,859,783,82,80.5
11115,U0134,2025-10-13 13:39:38,2025-10-13 13:44:38,311,1652,996,831,48,44.4
11116,U1429,2025-10-13 13:09:38,2025-10-13 13:13:38,940,1008,1640,246,92,88.7
11117,U1434,2025-10-13 13:14:06,2025-10-13 13:18:06,1163,1143,410,1601,70,67.3
11118,U0143,2025-10-13 13:26:50,2025-10-13 13:37:50,459,1730,1607,236,90,83.4
11119,U1201,2025-10-13 13:52:42,2025-10-13 13:54:42,948,1001,972,852,46,45.5
11120,U0435,2025-10-13 13:39:36,2025-10-13 13:44:36,1185,1070,209,1552,91,87.2
11121,U0373,2025-10-13 13:41:39,2025-10-13 13:44:39,1523,94,971,695,59,56.4
11122,U0384,2025-10-13 13:51:37,2025-10-13 13:53:37,1080,1044,913,799,52,51.1
11123,U0301,2025-10-13 13:43:28,2025-10-13 13:50:28,880,1329,1659,57,84,78.8
11124,U0452,2025-10-13 13:17:54,2025-10-13 13:24:54,318,1734,908,674,73,68.6
11125,U0557,2025-10-13 14:25:52,2025-10-13 14:36:52,199,13,1786,1550,87,78.9
11126,U0213,2025-10-13 14:01:43,2025-10-13 14:05:43,1837,1575,960,1351,45,41.5
11127,U1163,2025-10-13 14:04:28,2025-10-13 14:11:28,128,100,1699,140,63,58.2
11128,U0933,2025-10-13 14:42:16,2025-10-13 14:53:16,255,1596,1591,218,67,60.8
11129,U0338,2025-10-13 14:19:26,2025-10-13 14:24:26,995,1133,1507,182,47,43.1
11130,U1022,2025-10-13 14:14:28,2025-10-13 14:19:28,844,1128,1575,148,93,88.3
11131,U1091,2025-10-13 14:08:49,2025-10-13 14:14:49,1773,1490,1035,690,73,69.5
11132,U0559,2025-10-13 14:02:08,2025-10-13 14:07:08,1036,740,64,1,62,57.3
11133,U1268,2025-10-13 14:34:48,2025-10-13 14:40:48,1653,33,872,874,51,46.7
11134,U1340,2025-10-13 14:17:34,2025-10-13 14:21:34,1479,235,1028,835,72,69.3
11135,U0036,2025-10-13 14:28:18,2025-10-13 14:35:18,935,910,0,144,40,36.1
11136,U0098,2025-10-13 14:44:08,2025-10-13 14:52:08,1587,173,90,0,67,61.7
11137,U0545,2025-10-13 14:24:04,2025-10-13 14:27:04,1375,1067,846,1210,95,93.3
11138,U0099,2025-10-13 14:00:03,2025-10-13 14:03:03,1094,1259,1834,1468,91,88.5
11139,U0918,2025-10-13 14:24:12,2025-10-13 14:33:12,279,1738,1603,48,49,40.8
11140,U1048,2025-10-13 14:55:07,2025-10-13 15:00:07,982,666,137,116,68,64.8
11141,U0257,2025-10-13 14:40:11,2025-10-13 14:51:11,1886,1441,92,80,64,55.0
11142,U0431,2025-10-13 14:51:54,2025-10-13 15:01:54,300,1670,1695,182,80,72.6
11143,U0187,2025-10-13 14:57:14,2025-10-13 15:05:14,0,278,240,1673,53,47.8
11144,U0064,2025-10-13 14:35:46,2025-10-13 14:42:46,140,168,1229,1166,67,61.5
11145,U0098,2025-10-13 14:08:51,2025-10-13 14:13:51,1927,1481,1243,917,92,89.0
11146,U0455,2025-10-13 14:55:23,2025-10-13 15:00:23,333,1600,1275,963,69,65.4
11147,U0446,2025-10-13 14:32:59,2025-10-13 14:39:59,59,176,1112,695,93,89.3
11148,U0231,2025-10-13 14:35:11,2025-10-13 14:43:11,1129,959,0,80,96,91.1
11149,U0929,2025-10-13 14:33:02,2025-10-13 14:45:02,1813,1524,0,0,56,47.1
11150,U0658,2025-10-13 14:52:34,2025-10-13 14:56:34,1063,840,1648,27,75,71.3
11151,U0651,2025-10-13 14:15:34,2025-10-13 14:22:34,855,1146,1479,33,64,59.7
11152,U1066,2025-10-13 14:58:53,2025-10-13 15:07:53,1526,220,443,1610,86,80.6
11153,U0563,2025-10-13 14:27:37,2025-10-13 14:30:37,1082,715,1468,160,51,48.5
11154,U0350,2025-10-13 14:47:06,2025-10-13 14:54:06,0,123,985,886,74,69.8
11155,U1376,2025-10-13 14:21:39,2025-10-13 14:30:39,137,136,1860,1363,90,81.6
11156,U0040,2025-10-13 14:08:24,2025-10-13 14:11:24,799,1346,1009,834,53,51.3
11157,U0476,2025-10-13 14:16:58,2025-10-13 14:18:58,1068,1182,1197,1020,86,85.3
11158,U0511,2025-10-13 14:45:28,2025-10-13 14:47:28,1148,971,742,1161,96,94.4
11159,U0409,2025-10-13 14:50:02,2025-10-13 14:55:02,762,1274,1818,1571,85,80.7
11160,U1194,2025-10-13 14:43:08,2025-10-13 14:48:08,1747,1385,1633,211,76,71.8
11161,U0904,2025-10-13 14:06:50,2025-10-13 14:14:50,1167,1039,99,19,71,65.7
11162,U0735,2025-10-13 14:06:22,2025-10-13 14:08:22,1191,1095,939,801,57,55.7
11163,U1486,2025-10-13 14:27:42,2025-10-13 14:33:42,928,1038,268,1760,47,43.5
11164,U0567,2025-10-13 14:17:52,2025-10-13 14:22:52,808,1145,1892,1566,76,71.8
11165,U0051,2025-10-13 14:07:34,2025-10-13 14:14:34,57,50,134,1566,72,66.2
11166,U1233,2025-10-13 14:32:08,2025-10-13 14:39:08,45,108,1161,1007,76,70.6
11167,U0776,2025-10-13 14:57:21,2025-10-13 15:02:21,1078,727,1795,1535,89,85.1
11168,U0005,2025-10-13 14:20:24,2025-10-13 14:24:24,1613,1419,881,867,80,76.8
11169,U0103,2025-10-13 14:02:01,2025-10-13 14:11:01,1769,1387,291,1595,87,81.6
11170,U0817,2025-10-13 14:37:35,2025-10-13 14:48:35,319,214,1948,1584,51,43.9
11171,U0828,2025-10-13 14:31:42,2025-10-13 14:37:42,1793,1454,656,1270,82,77.6
11172,U0114,2025-10-13 14:13:24,2025-10-13 14:18:24,1086,835,92,145,59,55.2
11173,U0508,2025-10-13 14:23:17,2025-10-13 14:30:17,887,1102,1568,18,66,62.0
11174,U1344,2025-10-13 14:41:47,2025-10-13 14:46:47,235,177,984,842,77,73.1
11175,U0879,2025-10-13 14:05:28,2025-10-13 14:11:28,1022,697,73,1627,45,39.8
