celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,week_1_fail,week_2_fail,week_3_fail,week_4_fail,week_5_fail,week_6_fail,week_7_fail,week_8_fail,week_9_fail,week_10_fail,week_11_fail
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,4,0,0,0,0,0,0,0,0,1,0,0
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,10,0,0,0,1,0,0,0,0,0,0,0
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,6,0,0,0,0,0,0,0,1,0,0,0
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,11,0,0,1,0,0,0,0,0,0,0,0
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3,0,0,0,0,0,0,0,0,0,1,0
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,12,0,1,0,0,0,0,0,0,0,0,0
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,8,0,0,0,0,0,1,0,0,0,0,0
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,5,0,0,0,0,0,0,0,1,0,0,0
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,10,0,0,0,1,0,0,0,0,0,0,0
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,6,0,0,0,0,0,0,0,0,1,0,0
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,4,0,0,0,0,0,0,0,0,0,0,1
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,12,0,1,0,0,0,0,0,0,0,0,0
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3,0,0,0,0,0,0,0,0,0,0,1
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,13,0,1,0,0,0,0,0,0,0,0,0
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,7,0,0,0,0,0,0,0,1,0,0,0
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,5,0,0,0,0,0,0,0,0,1,0,0
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2,0,0,0,0,0,0,0,0,0,0,1
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,8,0,0,0,0,0,0,1,0,0,0,0
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1,0,0,0,0,0,0,0,0,0,0,0
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,11,0,1,0,0,0,0,0,0,0,0,0
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,9,0,0,0,0,0,1,0,0,0,0,0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,11,0,0,1,0,0,0,0,0,0,0,0
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,8,0,0,0,0,0,0,1,0,0,0,0
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,6,0,0,0,0,0,0,0,1,0,0,0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,9,0,0,0,0,0,1,0,0,0,0,0
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,7,0,0,0,0,0,0,1,0,0,0,0
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,5,0,0,0,0,0,0,0,0,1,0,0
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2,0,0,0,0,0,0,0,0,0,1,0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,12,0,1,0,0,0,0,0,0,0,0,0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1,0,0,0,0,0,0,0,0,0,0,0
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3,0,0,0,0,0,0,0,0,0,1,0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,4,0,0,0,0,0,0,0,0,1,0,0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,10,0,0,0,1,0,0,0,0,0,0,0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,13,0,1,0,0,0,0,0,0,0,0,0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,8,0,0,0,0,0,0,1,0,0,0,0
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,6,0,0,0,0,0,0,0,0,1,0,0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,7,0,0,0,0,0,0,0,1,0,0,0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3,0,0,0,0,0,0,0,0,0,0,1
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1,0,0,0,0,0,0,0,0,0,0,0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,9,0,0,0,0,0,1,0,0,0,0,0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,12,0,0,1,0,0,0,0,0,0,0,0
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2,0,0,0,0,0,0,0,0,0,0,1
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,11,0,0,0,1,0,0,0,0,0,0,0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,10,0,0,0,1,0,0,0,0,0,0,0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,4,0,0,0,0,0,0,0,0,0,0,1
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,5,0,0,0,0,0,0,0,0,0,1,0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,11,0,0,1,0,0,0,0,0,0,0,0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,10,0,0,0,1,0,0,0,0,0,0,0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,8,0,0,0,0,0,1,0,0,0,0,0
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,7,0,0,0,0,0,0,1,0,0,0,0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,5,0,0,0,0,0,0,0,1,0,0,0
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,4,0,0,0,0,0,0,0,0,1,0,0
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2,0,0,0,0,0,0,0,0,0,1,0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1,0,0,0,0,0,0,0,0,0,0,0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,12,0,1,0,0,0,0,0,0,0,0,0
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,9,0,0,0,0,1,0,0,0,0,0,0
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3,0,0,0,0,0,0,0,0,0,1,0
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,6,0,0,0,0,0,0,1,0,0,0,0
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,10,0,0,0,0,1,0,0,0,0,0,0
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3,0,0,0,0,0,0,0,0,0,1,0
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1,0,0,0,0,0,0,0,0,0,0,0
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,11,0,0,0,1,0,0,0,0,0,0,0
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,8,0,0,0,0,0,0,1,0,0,0,0
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,6,0,0,0,0,0,0,0,1,0,0,0
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,5,0,0,0,0,0,0,0,0,1,0,0
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,13,0,1,0,0,0,0,0,0,0,0,0
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2,0,0,0,0,0,0,0,0,0,1,0
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,12,0,1,0,0,0,0,0,0,0,0,0
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,9,0,0,0,0,0,1,0,0,0,0,0
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,4,0,0,0,0,0,0,0,0,0,1,0
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,7,0,0,0,0,0,0,1,0,0,0,0
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,10,1,0,0,0,0,0,0,0,0,0,0
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,9,1,0,0,0,0,0,0,0,0,0,0
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,8,0,1,0,0,0,0,0,0,0,0,0
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,7,0,1,0,0,0,0,0,0,0,0,0
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,6,0,0,1,0,0,0,0,0,0,0,0
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,5,0,0,1,0,0,0,0,0,0,0,0
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,4,0,0,1,0,0,0,0,0,0,0,0
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3,0,0,0,1,0,0,0,0,0,0,0
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2,0,0,0,1,0,0,0,0,0,0,0
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1,0,0,0,0,0,0,0,0,0,0,0
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,5,0,0,0,0,0,0,0,1,0,0,0
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3,0,0,0,0,0,0,0,0,1,0,0
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,11,0,0,1,0,0,0,0,0,0,0,0
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,8,0,0,0,0,0,0,1,0,0,0,0
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2,0,0,0,0,0,0,0,0,1,0,0
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,12,0,1,0,0,0,0,0,0,0,0,0
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,9,0,0,0,0,0,1,0,0,0,0,0
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,7,0,0,0,0,0,0,1,0,0,0,0
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,13,1,0,0,0,0,0,0,0,0,0,0
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1,0,0,0,0,0,0,0,0,0,0,0
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,10,0,0,0,1,0,0,0,0,0,0,0
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4,0,0,0,0,0,0,0,0,1,0,0
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,6,0,0,0,0,0,0,0,1,0,0,0
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,7,0,0,0,0,0,0,0,1,0,0,0
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,5,0,0,0,0,0,0,0,0,0,1,0
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2,0,0,0,0,0,0,0,0,0,0,1
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,11,0,1,0,0,0,0,0,0,0,0,0
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,10,0,0,0,1,0,0,0,0,0,0,0
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,9,0,0,0,0,0,1,0,0,0,0,0
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,6,0,0,0,0,0,0,0,0,1,0,0
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,12,0,1,0,0,0,0,0,0,0,0,0
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4,0,0,0,0,0,0,0,0,0,0,1
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3,0,0,0,0,0,0,0,0,0,0,1
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,8,0,0,0,0,0,0,1,0,0,0,0
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1,0,0,0,0,0,0,0,0,0,0,0
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,13,0,0,0,1,0,0,0,0,0,0,0
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,12,0,0,0,0,1,0,0,0,0,0,0
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,8,0,0,0,0,0,0,0,1,0,0,0
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,5,0,0,0,0,0,0,0,0,0,1,0
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4,0,0,0,0,0,0,0,0,0,0,1
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,15,0,1,0,0,0,0,0,0,0,0,0
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,11,0,0,0,0,0,1,0,0,0,0,0
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,6,0,0,0,0,0,0,0,0,0,1,0
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2,0,0,0,0,0,0,0,0,0,0,1
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,7,0,0,0,0,0,0,0,0,1,0,0
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3,0,0,0,0,0,0,0,0,0,0,1
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1,0,0,0,0,0,0,0,0,0,0,0
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,14,0,0,1,0,0,0,0,0,0,0,0
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,10,0,0,0,0,0,0,1,0,0,0,0
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,9,0,0,0,0,0,0,1,0,0,0,0
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,15,0,1,0,0,0,0,0,0,0,0,0
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,13,0,0,0,1,0,0,0,0,0,0,0
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,6,0,0,0,0,0,0,0,0,1,0,0
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,12,0,0,0,1,0,0,0,0,0,0,0
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,9,0,0,0,0,0,0,1,0,0,0,0
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,5,0,0,0,0,0,0,0,0,1,0,0
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1,0,0,0,0,0,0,0,0,0,0,0
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3,0,0,0,0,0,0,0,0,0,1,0
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,11,0,0,0,0,1,0,0,0,0,0,0
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,7,0,0,0,0,0,0,0,1,0,0,0
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,8,0,0,0,0,0,0,0,1,0,0,0
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2,0,0,0,0,0,0,0,0,0,1,0
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,14,0,0,1,0,0,0,0,0,0,0,0
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,10,0,0,0,0,0,1,0,0,0,0,0
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4,0,0,0,0,0,0,0,0,0,1,0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,16,1,0,0,0,0,0,0,0,0,0,0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,14,0,0,1,0,0,0,0,0,0,0,0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,12,0,0,0,0,1,0,0,0,0,0,0
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,11,0,0,0,0,1,0,0,0,0,0,0
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,6,0,0,0,0,0,0,0,0,1,0,0
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,5,0,0,0,0,0,0,0,0,1,0,0
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3,0,0,0,0,0,0,0,0,0,1,0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,13,0,0,0,1,0,0,0,0,0,0,0
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,10,0,0,0,0,0,1,0,0,0,0,0
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,9,0,0,0,0,0,0,1,0,0,0,0
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,8,0,0,0,0,0,0,0,1,0,0,0
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1,0,0,0,0,0,0,0,0,0,0,0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,15,0,1,0,0,0,0,0,0,0,0,0
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,7,0,0,0,0,0,0,0,1,0,0,0
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4,0,0,0,0,0,0,0,0,0,1,0
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2,0,0,0,0,0,0,0,0,0,1,0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,13,0,1,0,0,0,0,0,0,0,0,0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,10,0,0,0,0,1,0,0,0,0,0,0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,7,0,0,0,0,0,0,0,1,0,0,0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5,0,0,0,0,0,0,0,0,0,0,1
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1,0,0,0,0,0,0,0,0,0,0,0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,11,0,0,0,1,0,0,0,0,0,0,0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,14,1,0,0,0,0,0,0,0,0,0,0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,12,0,0,1,0,0,0,0,0,0,0,0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2,0,0,0,0,0,0,0,0,0,0,1
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,8,0,0,0,0,0,0,1,0,0,0,0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,6,0,0,0,0,0,0,0,0,1,0,0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,9,0,0,0,0,0,1,0,0,0,0,0
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4,0,0,0,0,0,0,0,0,0,0,1
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3,0,0,0,0,0,0,0,0,0,0,1
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,12,0,1,0,0,0,0,0,0,0,0,0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,10,0,0,1,0,0,0,0,0,0,0,0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,10,0,0,1,0,0,0,0,0,0,0,0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3,0,0,0,0,0,0,0,0,1,0,0
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,6,0,0,0,0,0,0,1,0,0,0,0
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5,0,0,0,0,0,0,0,0,1,0,0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4,0,0,0,0,0,0,0,0,1,0,0
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2,0,0,0,0,0,0,0,0,1,0,0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,12,0,1,0,0,0,0,0,0,0,0,0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,9,0,0,0,1,0,0,0,0,0,0,0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,8,0,0,0,0,1,0,0,0,0,0,0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,7,0,0,0,0,0,1,0,0,0,0,0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1,0,0,0,0,0,0,0,0,0,0,0
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,13,0,1,0,0,0,0,0,0,0,0,0
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,8,0,0,0,0,0,0,0,1,0,0,0
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5,0,0,0,0,0,0,0,0,0,0,1
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,13,0,1,0,0,0,0,0,0,0,0,0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3,0,0,0,0,0,0,0,0,0,0,1
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,7,0,0,0,0,0,0,0,0,1,0,0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1,0,0,0,0,0,0,0,0,0,0,0
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,11,0,0,0,1,0,0,0,0,0,0,0
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,12,0,0,1,0,0,0,0,0,0,0,0
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,10,0,0,0,0,0,1,0,0,0,0,0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2,0,0,0,0,0,0,0,0,0,0,1
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,9,0,0,0,0,0,0,1,0,0,0,0
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,6,0,0,0,0,0,0,0,0,0,1,0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4,0,0,0,0,0,0,0,0,0,0,1
